Id,Category
450 , 7
451 , 2
452 , 5
453 , 1
454 , 9
455 , 7
456 , 1
457 , 1
458 , 8
459 , 2
460 , 3
461 , 9
462 , 10
463 , 4
464 , 4
465 , 8
466 , 5
467 , 8
468 , 10
469 , 8
470 , 7
471 , 3
472 , 10
473 , 5
474 , 2
475 , 2
476 , 7
477 , 2
478 , 5
479 , 7
480 , 4
481 , 1
482 , 2
483 , 1
484 , 5
485 , 1
486 , 3
487 , 9
488 , 4
489 , 6
490 , 2
491 , 5
492 , 1
493 , 1
494 , 6
495 , 10
496 , 4
497 , 2
498 , 10
499 , 7
500 , 6
501 , 7
502 , 8
503 , 10
504 , 4
505 , 6
506 , 8
507 , 7
508 , 8
509 , 1
510 , 7
511 , 4
512 , 5
513 , 2
514 , 6
515 , 3
516 , 3
517 , 8
518 , 3
519 , 10
520 , 2
521 , 2
522 , 8
523 , 2
524 , 6
525 , 4
526 , 2
527 , 1
528 , 1
529 , 7
530 , 3
531 , 2
532 , 6
533 , 2
534 , 8
535 , 4
536 , 1
537 , 4
538 , 4
539 , 3
540 , 10
541 , 2
542 , 6
543 , 4
544 , 8
545 , 1
546 , 7
547 , 4
548 , 8
549 , 1
550 , 3
551 , 1
552 , 1
553 , 3
554 , 9
555 , 7
556 , 3
557 , 9
558 , 6
559 , 4
560 , 8
561 , 1
562 , 6
563 , 1
564 , 8
565 , 4
566 , 3
567 , 2
568 , 6
569 , 8
570 , 6
571 , 1
572 , 8
573 , 2
574 , 2
575 , 6
576 , 6
577 , 2
578 , 4
579 , 7
580 , 2
581 , 7
582 , 10
583 , 3
584 , 8
585 , 10
586 , 9
587 , 5
588 , 8
589 , 1
590 , 8
591 , 4
592 , 3
593 , 2
594 , 3
595 , 5
596 , 4
597 , 8
598 , 1
599 , 2
600 , 7
601 , 5
602 , 8
603 , 9
604 , 2
605 , 4
606 , 8
607 , 4
608 , 7
609 , 2
610 , 9
611 , 9
612 , 10
613 , 6
614 , 5
615 , 4
616 , 2
617 , 10
618 , 8
619 , 4
620 , 6
621 , 2
622 , 2
623 , 1
624 , 4
625 , 5
626 , 1
627 , 7
628 , 5
629 , 2
630 , 7
631 , 3
632 , 3
633 , 4
634 , 4
635 , 7
636 , 4
637 , 2
638 , 8
639 , 9
640 , 3
641 , 7
642 , 4
643 , 6
644 , 6
645 , 4
646 , 8
647 , 4
648 , 2
649 , 1
650 , 6
651 , 5
652 , 4
653 , 1
654 , 3
655 , 7
656 , 10
657 , 5
658 , 1
659 , 8
660 , 9
661 , 8
662 , 2
663 , 8
664 , 5
665 , 4
666 , 3
667 , 7
668 , 9
669 , 6
670 , 4
671 , 1
672 , 2
673 , 4
674 , 9
675 , 3
676 , 6
677 , 6
678 , 4
679 , 10
680 , 5
681 , 2
682 , 3
683 , 5
684 , 4
685 , 6
686 , 8
687 , 10
688 , 6
689 , 9
690 , 7
691 , 3
692 , 5
693 , 6
694 , 8
695 , 10
696 , 4
697 , 5
698 , 8
699 , 9
700 , 2
701 , 6
702 , 6
703 , 2
704 , 4
705 , 10
706 , 10
707 , 9
708 , 4
709 , 10
710 , 10
711 , 3
712 , 10
713 , 1
714 , 8
715 , 10
716 , 2
717 , 9
718 , 4
719 , 9
720 , 2
721 , 4
722 , 7
723 , 8
724 , 10
725 , 2
726 , 4
727 , 1
728 , 3
729 , 1
730 , 1
731 , 4
732 , 1
733 , 9
734 , 2
735 , 8
736 , 1
737 , 9
738 , 9
739 , 4
740 , 9
741 , 9
742 , 1
743 , 1
744 , 6
745 , 1
746 , 10
747 , 4
748 , 10
749 , 5
750 , 6
751 , 2
752 , 5
753 , 1
754 , 4
755 , 1
756 , 3
757 , 5
758 , 9
759 , 2
760 , 10
761 , 7
762 , 7
763 , 5
764 , 3
765 , 2
766 , 2
767 , 7
768 , 4
769 , 8
770 , 5
771 , 7
772 , 7
773 , 10
774 , 6
775 , 5
776 , 8
777 , 10
778 , 1
779 , 2
780 , 6
781 , 1
782 , 10
783 , 2
784 , 5
785 , 8
786 , 10
787 , 3
788 , 6
789 , 2
790 , 9
791 , 8
792 , 4
793 , 3
794 , 5
795 , 4
796 , 10
797 , 6
798 , 10
799 , 3
800 , 5
801 , 1
802 , 10
803 , 3
804 , 3
805 , 2
806 , 10
807 , 1
808 , 9
809 , 1
810 , 1
811 , 4
812 , 2
813 , 10
814 , 5
815 , 6
816 , 6
817 , 3
818 , 5
819 , 10
820 , 3
821 , 3
822 , 8
823 , 2
824 , 2
825 , 9
826 , 2
827 , 10
828 , 5
829 , 5
830 , 9
831 , 2
832 , 2
833 , 1
834 , 8
835 , 9
836 , 2
837 , 8
838 , 9
839 , 1
840 , 7
841 , 6
842 , 10
843 , 9
844 , 7
845 , 3
846 , 3
847 , 8
848 , 6
849 , 6
850 , 3
851 , 9
852 , 3
853 , 10
854 , 8
855 , 7
856 , 5
857 , 4
858 , 7
859 , 3
860 , 8
861 , 3
862 , 1
863 , 5
864 , 8
865 , 8
866 , 3
867 , 2
868 , 1
869 , 4
870 , 7
871 , 9
872 , 9
873 , 7
874 , 7
875 , 5
876 , 10
877 , 6
878 , 8
879 , 9
880 , 4
881 , 3
882 , 8
883 , 7
884 , 5
885 , 1
886 , 8
887 , 9
888 , 5
889 , 3
890 , 3
891 , 4
892 , 1
893 , 4
894 , 10
895 , 1
896 , 1
897 , 5
898 , 4
899 , 8
900 , 8
901 , 4
902 , 7
903 , 4
904 , 9
905 , 3
906 , 3
907 , 9
908 , 3
909 , 3
910 , 4
911 , 1
912 , 9
913 , 9
914 , 10
915 , 7
916 , 6
917 , 2
918 , 1
919 , 6
920 , 9
921 , 7
922 , 4
923 , 8
924 , 1
925 , 4
926 , 10
927 , 2
928 , 10
929 , 2
930 , 7
931 , 1
932 , 10
933 , 10
934 , 4
935 , 6
936 , 10
937 , 5
938 , 5
939 , 4
940 , 9
941 , 3
942 , 5
943 , 1
944 , 4
945 , 3
946 , 4
947 , 7
948 , 10
949 , 10
950 , 4
951 , 3
952 , 4
953 , 10
954 , 2
955 , 4
956 , 1
957 , 10
958 , 3
959 , 9
960 , 4
961 , 8
962 , 7
963 , 9
964 , 7
965 , 7
966 , 5
967 , 10
968 , 6
969 , 4
970 , 4
971 , 5
972 , 9
973 , 2
974 , 7
975 , 1
976 , 8
977 , 3
978 , 6
979 , 4
980 , 4
981 , 1
982 , 3
983 , 4
984 , 4
985 , 1
986 , 3
987 , 6
988 , 3
989 , 10
990 , 1
991 , 3
992 , 3
993 , 10
994 , 7
995 , 2
996 , 3
997 , 5
998 , 3
999 , 10
1000 , 10
1001 , 8
1002 , 9
1003 , 9
1004 , 3
1005 , 3
1006 , 10
1007 , 8
1008 , 6
1009 , 8
1010 , 1
1011 , 4
1012 , 5
1013 , 2
1014 , 6
1015 , 1
1016 , 3
1017 , 3
1018 , 7
1019 , 6
1020 , 2
1021 , 7
1022 , 3
1023 , 10
1024 , 3
1025 , 8
1026 , 1
1027 , 1
1028 , 6
1029 , 1
1030 , 6
1031 , 5
1032 , 5
1033 , 2
1034 , 1
1035 , 7
1036 , 8
1037 , 7
1038 , 4
1039 , 4
1040 , 8
1041 , 3
1042 , 10
1043 , 8
1044 , 1
1045 , 3
1046 , 1
1047 , 10
1048 , 7
1049 , 5
1050 , 10
1051 , 5
1052 , 1
1053 , 2
1054 , 2
1055 , 9
1056 , 9
1057 , 3
1058 , 8
1059 , 6
1060 , 3
1061 , 8
1062 , 4
1063 , 4
1064 , 1
1065 , 2
1066 , 1
1067 , 6
1068 , 10
1069 , 3
1070 , 5
1071 , 2
1072 , 4
1073 , 10
1074 , 10
1075 , 1
1076 , 5
1077 , 6
1078 , 7
1079 , 9
1080 , 3
1081 , 8
1082 , 4
1083 , 10
1084 , 2
1085 , 2
1086 , 7
1087 , 6
1088 , 8
1089 , 8
1090 , 2
1091 , 4
1092 , 9
1093 , 5
1094 , 9
1095 , 9
1096 , 6
1097 , 7
1098 , 1
1099 , 2
1100 , 2
1101 , 2
1102 , 8
1103 , 5
1104 , 7
1105 , 1
1106 , 3
1107 , 8
1108 , 7
1109 , 3
1110 , 1
1111 , 2
1112 , 5
1113 , 10
1114 , 5
1115 , 8
1116 , 6
1117 , 7
1118 , 9
1119 , 5
1120 , 1
1121 , 2
1122 , 6
1123 , 5
1124 , 1
1125 , 2
1126 , 2
1127 , 10
1128 , 2
1129 , 3
1130 , 9
1131 , 6
1132 , 2
1133 , 8
1134 , 9
1135 , 5
1136 , 1
1137 , 2
1138 , 9
1139 , 2
1140 , 6
1141 , 4
1142 , 8
1143 , 6
1144 , 7
1145 , 1
1146 , 8
1147 , 3
1148 , 8
1149 , 3
1150 , 2
1151 , 1
1152 , 2
1153 , 5
1154 , 8
1155 , 7
1156 , 4
1157 , 8
1158 , 1
1159 , 8
1160 , 6
1161 , 5
1162 , 8
1163 , 1
1164 , 10
1165 , 3
1166 , 10
1167 , 9
1168 , 10
1169 , 2
1170 , 7
1171 , 8
1172 , 4
1173 , 8
1174 , 7
1175 , 2
1176 , 1
1177 , 4
1178 , 10
1179 , 2
1180 , 9
1181 , 2
1182 , 7
1183 , 4
1184 , 3
1185 , 2
1186 , 4
1187 , 10
1188 , 4
1189 , 5
1190 , 9
1191 , 8
1192 , 10
1193 , 8
1194 , 7
1195 , 7
1196 , 8
1197 , 2
1198 , 9
1199 , 3
1200 , 8
1201 , 7
1202 , 1
1203 , 3
1204 , 9
1205 , 4
1206 , 1
1207 , 9
1208 , 7
1209 , 2
1210 , 2
1211 , 2
1212 , 4
1213 , 10
1214 , 4
1215 , 5
1216 , 7
1217 , 8
1218 , 7
1219 , 2
1220 , 9
1221 , 8
1222 , 2
1223 , 4
1224 , 5
1225 , 8
1226 , 8
1227 , 7
1228 , 1
1229 , 7
1230 , 7
1231 , 2
1232 , 3
1233 , 8
1234 , 6
1235 , 7
1236 , 6
1237 , 1
1238 , 8
1239 , 1
1240 , 6
1241 , 3
1242 , 8
1243 , 1
1244 , 6
1245 , 8
1246 , 4
1247 , 4
1248 , 9
1249 , 5
1250 , 3
1251 , 4
1252 , 7
1253 , 1
1254 , 5
1255 , 3
1256 , 9
1257 , 5
1258 , 3
1259 , 3
1260 , 4
1261 , 1
1262 , 8
1263 , 2
1264 , 7
1265 , 1
1266 , 1
1267 , 5
1268 , 10
1269 , 3
1270 , 9
1271 , 5
1272 , 1
1273 , 6
1274 , 3
1275 , 8
1276 , 4
1277 , 3
1278 , 7
1279 , 2
1280 , 2
1281 , 7
1282 , 6
1283 , 7
1284 , 3
1285 , 1
1286 , 10
1287 , 2
1288 , 6
1289 , 2
1290 , 4
1291 , 6
1292 , 7
1293 , 1
1294 , 3
1295 , 9
1296 , 4
1297 , 8
1298 , 3
1299 , 2
1300 , 5
1301 , 5
1302 , 7
1303 , 1
1304 , 8
1305 , 6
1306 , 1
1307 , 10
1308 , 1
1309 , 2
1310 , 7
1311 , 4
1312 , 5
1313 , 5
1314 , 10
1315 , 10
1316 , 4
1317 , 2
1318 , 4
1319 , 6
1320 , 9
1321 , 8
1322 , 8
1323 , 7
1324 , 3
1325 , 1
1326 , 3
1327 , 1
1328 , 4
1329 , 4
1330 , 8
1331 , 6
1332 , 2
1333 , 9
1334 , 6
1335 , 10
1336 , 4
1337 , 2
1338 , 7
1339 , 10
1340 , 6
1341 , 10
1342 , 7
1343 , 4
1344 , 6
1345 , 10
1346 , 10
1347 , 4
1348 , 7
1349 , 2
1350 , 6
1351 , 10
1352 , 6
1353 , 8
1354 , 1
1355 , 8
1356 , 2
1357 , 3
1358 , 10
1359 , 4
1360 , 7
1361 , 6
1362 , 2
1363 , 6
1364 , 9
1365 , 8
1366 , 10
1367 , 9
1368 , 2
1369 , 1
1370 , 7
1371 , 4
1372 , 8
1373 , 6
1374 , 2
1375 , 2
1376 , 9
1377 , 5
1378 , 1
1379 , 6
1380 , 3
1381 , 1
1382 , 4
1383 , 3
1384 , 2
1385 , 2
1386 , 4
1387 , 1
1388 , 2
1389 , 2
1390 , 1
1391 , 5
1392 , 5
1393 , 8
1394 , 5
1395 , 2
1396 , 6
1397 , 6
1398 , 4
1399 , 6
1400 , 10
1401 , 4
1402 , 4
1403 , 4
1404 , 3
1405 , 2
1406 , 3
1407 , 4
1408 , 7
1409 , 10
1410 , 6
1411 , 5
1412 , 10
1413 , 2
1414 , 3
1415 , 3
1416 , 10
1417 , 2
1418 , 8
1419 , 4
1420 , 3
1421 , 1
1422 , 8
1423 , 10
1424 , 2
1425 , 1
1426 , 9
1427 , 6
1428 , 1
1429 , 2
1430 , 4
1431 , 10
1432 , 2
1433 , 2
1434 , 6
1435 , 2
1436 , 7
1437 , 2
1438 , 1
1439 , 4
1440 , 1
1441 , 8
1442 , 1
1443 , 1
1444 , 9
1445 , 9
1446 , 10
1447 , 1
1448 , 5
1449 , 10
1450 , 1
1451 , 4
1452 , 9
1453 , 8
1454 , 3
1455 , 7
1456 , 4
1457 , 9
1458 , 4
1459 , 3
1460 , 8
1461 , 2
1462 , 2
1463 , 6
1464 , 1
1465 , 2
1466 , 9
1467 , 4
1468 , 5
1469 , 10
1470 , 2
1471 , 7
1472 , 1
1473 , 10
1474 , 2
1475 , 4
1476 , 5
1477 , 6
1478 , 7
1479 , 6
1480 , 5
1481 , 8
1482 , 7
1483 , 4
1484 , 1
1485 , 6
1486 , 3
1487 , 1
1488 , 10
1489 , 4
1490 , 2
1491 , 1
1492 , 2
1493 , 7
1494 , 1
1495 , 1
1496 , 7
1497 , 9
1498 , 1
1499 , 6
1500 , 3
1501 , 9
1502 , 10
1503 , 4
1504 , 1
1505 , 10
1506 , 3
1507 , 7
1508 , 10
1509 , 10
1510 , 3
1511 , 2
1512 , 4
1513 , 4
1514 , 8
1515 , 2
1516 , 10
1517 , 5
1518 , 10
1519 , 1
1520 , 2
1521 , 2
1522 , 3
1523 , 10
1524 , 4
1525 , 8
1526 , 6
1527 , 7
1528 , 8
1529 , 2
1530 , 2
1531 , 4
1532 , 6
1533 , 4
1534 , 9
1535 , 5
1536 , 4
1537 , 4
1538 , 1
1539 , 8
1540 , 1
1541 , 8
1542 , 3
1543 , 5
1544 , 10
1545 , 7
1546 , 4
1547 , 6
1548 , 10
1549 , 1
1550 , 4
1551 , 2
1552 , 6
1553 , 5
1554 , 1
1555 , 6
1556 , 7
1557 , 4
1558 , 4
1559 , 4
1560 , 4
1561 , 2
1562 , 7
1563 , 4
1564 , 6
1565 , 4
1566 , 6
1567 , 6
1568 , 1
1569 , 4
1570 , 4
1571 , 4
1572 , 8
1573 , 10
1574 , 10
1575 , 8
1576 , 1
1577 , 1
1578 , 7
1579 , 4
1580 , 4
1581 , 3
1582 , 4
1583 , 5
1584 , 2
1585 , 1
1586 , 9
1587 , 3
1588 , 4
1589 , 2
1590 , 4
1591 , 7
1592 , 2
1593 , 4
1594 , 8
1595 , 8
1596 , 6
1597 , 1
1598 , 6
1599 , 5
1600 , 1
1601 , 8
1602 , 8
1603 , 7
1604 , 3
1605 , 6
1606 , 6
1607 , 7
1608 , 8
1609 , 7
1610 , 2
1611 , 7
1612 , 5
1613 , 4
1614 , 3
1615 , 9
1616 , 7
1617 , 9
1618 , 1
1619 , 6
1620 , 4
1621 , 4
1622 , 2
1623 , 5
1624 , 3
1625 , 9
1626 , 5
1627 , 6
1628 , 2
1629 , 1
1630 , 4
1631 , 9
1632 , 4
1633 , 8
1634 , 4
1635 , 2
1636 , 7
1637 , 6
1638 , 8
1639 , 2
1640 , 6
1641 , 6
1642 , 2
1643 , 4
1644 , 10
1645 , 8
1646 , 2
1647 , 3
1648 , 6
1649 , 9
1650 , 10
1651 , 9
1652 , 10
1653 , 10
1654 , 6
1655 , 10
1656 , 3
1657 , 8
1658 , 2
1659 , 9
1660 , 2
1661 , 8
1662 , 4
1663 , 2
1664 , 4
1665 , 6
1666 , 10
1667 , 9
1668 , 4
1669 , 3
1670 , 5
1671 , 2
1672 , 4
1673 , 1
1674 , 7
1675 , 10
1676 , 2
1677 , 6
1678 , 6
1679 , 3
1680 , 9
1681 , 8
1682 , 8
1683 , 8
1684 , 4
1685 , 8
1686 , 2
1687 , 3
1688 , 8
1689 , 2
1690 , 4
1691 , 5
1692 , 7
1693 , 3
1694 , 1
1695 , 5
1696 , 8
1697 , 5
1698 , 4
1699 , 10
1700 , 10
1701 , 7
1702 , 2
1703 , 7
1704 , 5
1705 , 7
1706 , 2
1707 , 4
1708 , 9
1709 , 6
1710 , 9
1711 , 10
1712 , 8
1713 , 9
1714 , 5
1715 , 9
1716 , 5
1717 , 4
1718 , 3
1719 , 8
1720 , 4
1721 , 9
1722 , 10
1723 , 2
1724 , 2
1725 , 10
1726 , 10
1727 , 8
1728 , 3
1729 , 3
1730 , 9
1731 , 3
1732 , 3
1733 , 7
1734 , 3
1735 , 8
1736 , 1
1737 , 4
1738 , 7
1739 , 6
1740 , 5
1741 , 8
1742 , 8
1743 , 2
1744 , 5
1745 , 8
1746 , 5
1747 , 10
1748 , 10
1749 , 1
1750 , 9
1751 , 1
1752 , 1
1753 , 10
1754 , 4
1755 , 1
1756 , 10
1757 , 9
1758 , 2
1759 , 5
1760 , 3
1761 , 1
1762 , 1
1763 , 3
1764 , 4
1765 , 9
1766 , 9
1767 , 7
1768 , 3
1769 , 2
1770 , 7
1771 , 4
1772 , 6
1773 , 1
1774 , 10
1775 , 2
1776 , 4
1777 , 4
1778 , 10
1779 , 10
1780 , 6
1781 , 3
1782 , 8
1783 , 1
1784 , 9
1785 , 3
1786 , 9
1787 , 10
1788 , 4
1789 , 4
1790 , 3
1791 , 4
1792 , 3
1793 , 7
1794 , 10
1795 , 2
1796 , 2
1797 , 9
1798 , 1
1799 , 10
1800 , 6
1801 , 8
1802 , 5
1803 , 10
1804 , 7
1805 , 8
1806 , 6
1807 , 2
1808 , 2
1809 , 3
1810 , 5
1811 , 8
1812 , 1
1813 , 7
1814 , 8
1815 , 10
1816 , 10
1817 , 9
1818 , 8
1819 , 6
1820 , 7
1821 , 3
1822 , 4
1823 , 6
1824 , 8
1825 , 1
1826 , 4
1827 , 9
1828 , 3
1829 , 1
1830 , 4
1831 , 2
1832 , 7
1833 , 2
1834 , 9
1835 , 9
1836 , 8
1837 , 10
1838 , 10
1839 , 7
1840 , 3
1841 , 4
1842 , 8
1843 , 3
1844 , 3
1845 , 10
1846 , 1
1847 , 5
1848 , 5
1849 , 6
1850 , 5
1851 , 1
1852 , 3
1853 , 2
1854 , 4
1855 , 4
1856 , 9
1857 , 2
1858 , 1
1859 , 10
1860 , 5
1861 , 4
1862 , 5
1863 , 9
1864 , 7
1865 , 4
1866 , 9
1867 , 4
1868 , 1
1869 , 2
1870 , 6
1871 , 5
1872 , 9
1873 , 4
1874 , 9
1875 , 2
1876 , 4
1877 , 7
1878 , 5
1879 , 2
1880 , 8
1881 , 9
1882 , 6
1883 , 10
1884 , 8
1885 , 2
1886 , 9
1887 , 1
1888 , 1
1889 , 5
1890 , 6
1891 , 4
1892 , 4
1893 , 4
1894 , 10
1895 , 10
1896 , 5
1897 , 4
1898 , 10
1899 , 1
1900 , 5
1901 , 2
1902 , 2
1903 , 1
1904 , 4
1905 , 2
1906 , 8
1907 , 4
1908 , 3
1909 , 7
1910 , 1
1911 , 5
1912 , 2
1913 , 8
1914 , 7
1915 , 5
1916 , 9
1917 , 1
1918 , 1
1919 , 6
1920 , 2
1921 , 4
1922 , 1
1923 , 9
1924 , 8
1925 , 4
1926 , 7
1927 , 1
1928 , 4
1929 , 5
1930 , 3
1931 , 4
1932 , 7
1933 , 7
1934 , 2
1935 , 10
1936 , 2
1937 , 10
1938 , 10
1939 , 8
1940 , 6
1941 , 1
1942 , 4
1943 , 4
1944 , 6
1945 , 7
1946 , 6
1947 , 4
1948 , 3
1949 , 3
1950 , 4
1951 , 4
1952 , 2
1953 , 9
1954 , 3
1955 , 1
1956 , 5
1957 , 5
1958 , 4
1959 , 1
1960 , 10
1961 , 6
1962 , 2
1963 , 1
1964 , 3
1965 , 3
1966 , 2
1967 , 7
1968 , 2
1969 , 4
1970 , 3
1971 , 4
1972 , 4
1973 , 10
1974 , 1
1975 , 6
1976 , 8
1977 , 9
1978 , 1
1979 , 4
1980 , 2
1981 , 6
1982 , 9
1983 , 2
1984 , 9
1985 , 5
1986 , 5
1987 , 2
1988 , 1
1989 , 1
1990 , 10
1991 , 6
1992 , 8
1993 , 4
1994 , 2
1995 , 10
1996 , 2
1997 , 2
1998 , 3
1999 , 2
2000 , 10
2001 , 4
2002 , 8
2003 , 9
2004 , 7
2005 , 1
2006 , 6
2007 , 4
2008 , 4
2009 , 6
2010 , 1
2011 , 6
2012 , 10
2013 , 10
2014 , 7
2015 , 7
2016 , 2
2017 , 6
2018 , 3
2019 , 9
2020 , 4
2021 , 8
2022 , 2
2023 , 8
2024 , 1
2025 , 1
2026 , 1
2027 , 2
2028 , 2
2029 , 4
2030 , 7
2031 , 7
2032 , 4
2033 , 4
2034 , 9
2035 , 3
2036 , 9
2037 , 10
2038 , 2
2039 , 9
2040 , 9
2041 , 10
2042 , 5
2043 , 1
2044 , 1
2045 , 2
2046 , 4
2047 , 7
2048 , 9
2049 , 1
2050 , 5
2051 , 2
2052 , 7
2053 , 2
2054 , 2
2055 , 6
2056 , 9
2057 , 8
2058 , 10
2059 , 1
2060 , 1
2061 , 6
2062 , 4
2063 , 10
2064 , 8
2065 , 5
2066 , 10
2067 , 4
2068 , 8
2069 , 7
2070 , 4
2071 , 2
2072 , 5
2073 , 10
2074 , 6
2075 , 9
2076 , 1
2077 , 10
2078 , 3
2079 , 1
2080 , 2
2081 , 2
2082 , 9
2083 , 1
2084 , 10
2085 , 5
2086 , 1
2087 , 1
2088 , 8
2089 , 3
2090 , 5
2091 , 8
2092 , 2
2093 , 1
2094 , 1
2095 , 4
2096 , 2
2097 , 7
2098 , 8
2099 , 6
2100 , 10
2101 , 8
2102 , 7
2103 , 10
2104 , 7
2105 , 1
2106 , 9
2107 , 8
2108 , 9
2109 , 10
2110 , 3
2111 , 8
2112 , 4
2113 , 6
2114 , 4
2115 , 10
2116 , 1
2117 , 2
2118 , 9
2119 , 6
2120 , 4
2121 , 7
2122 , 4
2123 , 1
2124 , 1
2125 , 8
2126 , 8
2127 , 7
2128 , 4
2129 , 4
2130 , 3
2131 , 6
2132 , 7
2133 , 10
2134 , 7
2135 , 5
2136 , 3
2137 , 4
2138 , 8
2139 , 2
2140 , 8
2141 , 1
