Id,Category
427 , 3
428 , 9
429 , 6
430 , 10
431 , 9
432 , 6
433 , 5
434 , 5
435 , 7
436 , 4
437 , 5
438 , 6
439 , 7
440 , 3
441 , 6
442 , 1
443 , 1
444 , 7
445 , 1
446 , 5
447 , 8
448 , 6
449 , 3
450 , 7
451 , 2
452 , 6
453 , 1
454 , 9
455 , 8
456 , 1
457 , 1
458 , 8
459 , 2
460 , 3
461 , 9
462 , 7
463 , 6
464 , 6
465 , 5
466 , 5
467 , 8
468 , 10
469 , 8
470 , 7
471 , 3
472 , 10
473 , 5
474 , 2
475 , 2
476 , 7
477 , 2
478 , 5
479 , 7
480 , 5
481 , 1
482 , 6
483 , 1
484 , 5
485 , 3
486 , 3
487 , 3
488 , 2
489 , 8
490 , 2
491 , 5
492 , 1
493 , 10
494 , 4
495 , 10
496 , 5
497 , 5
498 , 10
499 , 5
500 , 5
501 , 7
502 , 4
503 , 10
504 , 1
505 , 7
506 , 8
507 , 5
508 , 8
509 , 1
510 , 2
511 , 6
512 , 5
513 , 2
514 , 7
515 , 3
516 , 10
517 , 8
518 , 3
519 , 10
520 , 3
521 , 4
522 , 8
523 , 5
524 , 5
525 , 9
526 , 2
527 , 9
528 , 1
529 , 7
530 , 3
531 , 2
532 , 6
533 , 6
534 , 6
535 , 8
536 , 1
537 , 6
538 , 4
539 , 3
540 , 9
541 , 2
542 , 8
543 , 6
544 , 6
545 , 1
546 , 3
547 , 8
548 , 6
549 , 1
550 , 3
551 , 3
552 , 1
553 , 3
554 , 9
555 , 7
556 , 3
557 , 9
558 , 5
559 , 7
560 , 6
561 , 1
562 , 6
563 , 1
564 , 5
565 , 4
566 , 3
567 , 2
568 , 6
569 , 8
570 , 4
571 , 1
572 , 8
573 , 2
574 , 1
575 , 6
576 , 6
577 , 8
578 , 4
579 , 5
580 , 8
581 , 7
582 , 3
583 , 1
584 , 6
585 , 10
586 , 10
587 , 5
588 , 5
589 , 1
590 , 8
591 , 4
592 , 3
593 , 2
594 , 6
595 , 7
596 , 5
597 , 8
598 , 1
599 , 2
600 , 10
601 , 5
602 , 4
603 , 1
604 , 1
605 , 8
606 , 8
607 , 4
608 , 7
609 , 2
610 , 9
611 , 10
612 , 10
613 , 6
614 , 5
615 , 2
616 , 2
617 , 10
618 , 8
619 , 4
620 , 6
621 , 2
622 , 10
623 , 1
624 , 7
625 , 4
626 , 3
627 , 5
628 , 8
629 , 2
630 , 7
631 , 1
632 , 3
633 , 4
634 , 7
635 , 7
636 , 5
637 , 2
638 , 8
639 , 1
640 , 3
641 , 4
642 , 7
643 , 4
644 , 7
645 , 5
646 , 8
647 , 5
648 , 2
649 , 1
650 , 6
651 , 5
652 , 5
653 , 1
654 , 3
655 , 7
656 , 10
657 , 5
658 , 1
659 , 8
660 , 10
661 , 8
662 , 5
663 , 8
664 , 5
665 , 7
666 , 3
667 , 10
668 , 9
669 , 4
670 , 4
671 , 1
672 , 10
673 , 4
674 , 9
675 , 3
676 , 6
677 , 2
678 , 4
679 , 10
680 , 5
681 , 2
682 , 3
683 , 5
684 , 4
685 , 5
686 , 8
687 , 7
688 , 8
689 , 9
690 , 2
691 , 3
692 , 5
693 , 6
694 , 8
695 , 10
696 , 5
697 , 5
698 , 8
699 , 9
700 , 9
701 , 5
702 , 6
703 , 4
704 , 7
705 , 10
706 , 1
707 , 1
708 , 4
709 , 10
710 , 10
711 , 3
712 , 1
713 , 1
714 , 4
715 , 10
716 , 6
717 , 9
718 , 2
719 , 9
720 , 2
721 , 10
722 , 7
723 , 8
724 , 10
725 , 1
726 , 8
727 , 1
728 , 10
729 , 1
730 , 1
731 , 4
732 , 1
733 , 9
734 , 2
735 , 8
736 , 1
737 , 9
738 , 9
739 , 8
740 , 10
741 , 6
742 , 1
743 , 1
744 , 4
745 , 1
746 , 10
747 , 4
748 , 10
749 , 7
750 , 7
751 , 5
752 , 5
753 , 1
754 , 8
755 , 1
756 , 3
757 , 6
758 , 1
759 , 2
760 , 3
761 , 7
762 , 7
763 , 5
764 , 3
765 , 2
766 , 2
767 , 7
768 , 1
769 , 7
770 , 5
771 , 8
772 , 7
773 , 10
774 , 6
775 , 3
776 , 7
777 , 10
778 , 1
779 , 2
780 , 5
781 , 1
782 , 10
783 , 1
784 , 5
785 , 8
786 , 9
787 , 3
788 , 7
789 , 7
790 , 9
791 , 5
792 , 4
793 , 3
794 , 5
795 , 8
796 , 10
797 , 5
798 , 10
799 , 3
800 , 5
801 , 1
802 , 9
803 , 3
804 , 3
805 , 4
806 , 10
807 , 1
808 , 9
809 , 1
810 , 1
811 , 5
812 , 5
813 , 10
814 , 7
815 , 6
816 , 7
817 , 3
818 , 5
819 , 10
820 , 3
821 , 3
822 , 8
823 , 1
824 , 2
825 , 9
826 , 2
827 , 10
828 , 5
829 , 5
830 , 9
831 , 2
832 , 10
833 , 1
834 , 8
835 , 9
836 , 1
837 , 7
838 , 9
839 , 4
840 , 6
841 , 6
842 , 1
843 , 10
844 , 7
845 , 3
846 , 3
847 , 8
848 , 6
849 , 8
850 , 3
851 , 8
852 , 3
853 , 10
854 , 8
855 , 7
856 , 7
857 , 7
858 , 5
859 , 3
860 , 8
861 , 3
862 , 1
863 , 6
864 , 5
865 , 8
866 , 3
867 , 2
868 , 1
869 , 9
870 , 2
871 , 9
872 , 7
873 , 3
874 , 7
875 , 5
876 , 10
877 , 6
878 , 8
879 , 7
880 , 4
881 , 10
882 , 8
883 , 7
884 , 7
885 , 1
886 , 5
887 , 9
888 , 5
889 , 3
890 , 3
891 , 5
892 , 1
893 , 4
894 , 10
895 , 1
896 , 1
897 , 5
898 , 2
899 , 8
900 , 3
901 , 8
902 , 5
903 , 5
904 , 9
905 , 10
906 , 3
907 , 9
908 , 3
909 , 3
910 , 4
911 , 1
912 , 9
913 , 9
914 , 6
915 , 10
916 , 8
917 , 5
918 , 1
919 , 6
920 , 1
921 , 7
922 , 6
923 , 6
924 , 1
925 , 4
926 , 10
927 , 1
928 , 3
929 , 2
930 , 7
931 , 1
932 , 3
933 , 10
934 , 5
935 , 6
936 , 10
937 , 5
938 , 5
939 , 7
940 , 9
941 , 1
942 , 8
943 , 1
944 , 4
945 , 3
946 , 2
947 , 5
948 , 10
949 , 10
950 , 1
951 , 3
952 , 5
953 , 10
954 , 4
955 , 4
956 , 9
957 , 7
958 , 1
959 , 9
960 , 5
961 , 6
962 , 7
963 , 9
964 , 7
965 , 6
966 , 5
967 , 10
968 , 6
969 , 1
970 , 4
971 , 5
972 , 9
973 , 2
974 , 7
975 , 1
976 , 5
977 , 2
978 , 8
979 , 7
980 , 5
981 , 1
982 , 3
983 , 5
984 , 8
985 , 1
986 , 10
987 , 8
988 , 3
989 , 10
990 , 1
991 , 3
992 , 3
993 , 1
994 , 7
995 , 2
996 , 3
997 , 5
998 , 3
999 , 10
1000 , 10
1001 , 8
1002 , 7
1003 , 9
1004 , 3
1005 , 3
1006 , 2
1007 , 5
1008 , 2
1009 , 2
1010 , 1
1011 , 6
1012 , 8
1013 , 2
1014 , 5
1015 , 10
1016 , 3
1017 , 3
1018 , 7
1019 , 6
1020 , 2
1021 , 8
1022 , 3
1023 , 10
1024 , 3
1025 , 5
1026 , 1
1027 , 1
1028 , 6
1029 , 1
1030 , 2
1031 , 5
1032 , 5
1033 , 4
1034 , 1
1035 , 7
1036 , 8
1037 , 6
1038 , 6
1039 , 5
1040 , 8
1041 , 3
1042 , 9
1043 , 8
1044 , 1
1045 , 9
1046 , 1
1047 , 10
1048 , 7
1049 , 8
1050 , 10
1051 , 5
1052 , 1
1053 , 2
1054 , 2
1055 , 1
1056 , 1
1057 , 3
1058 , 8
1059 , 4
1060 , 3
1061 , 8
1062 , 4
1063 , 4
1064 , 1
1065 , 2
1066 , 1
1067 , 4
1068 , 10
1069 , 3
1070 , 8
1071 , 2
1072 , 5
1073 , 10
1074 , 10
1075 , 1
1076 , 5
1077 , 4
1078 , 2
1079 , 9
1080 , 1
1081 , 5
1082 , 4
1083 , 10
1084 , 5
1085 , 2
1086 , 5
1087 , 6
1088 , 8
1089 , 8
1090 , 4
1091 , 5
1092 , 9
1093 , 4
1094 , 9
1095 , 9
1096 , 6
1097 , 5
1098 , 1
1099 , 6
1100 , 2
1101 , 4
1102 , 2
1103 , 5
1104 , 5
1105 , 1
1106 , 3
1107 , 8
1108 , 7
1109 , 3
1110 , 10
1111 , 4
1112 , 3
1113 , 10
1114 , 5
1115 , 2
1116 , 8
1117 , 7
1118 , 10
1119 , 8
1120 , 1
1121 , 2
1122 , 6
1123 , 1
1124 , 1
1125 , 2
1126 , 2
1127 , 10
1128 , 1
1129 , 3
1130 , 9
1131 , 6
1132 , 8
1133 , 6
1134 , 9
1135 , 5
1136 , 1
1137 , 6
1138 , 9
1139 , 5
1140 , 4
1141 , 4
1142 , 8
1143 , 6
1144 , 7
1145 , 1
1146 , 5
1147 , 9
1148 , 5
1149 , 3
1150 , 5
1151 , 1
1152 , 2
1153 , 5
1154 , 8
1155 , 7
1156 , 5
1157 , 8
1158 , 10
1159 , 8
1160 , 6
1161 , 5
1162 , 2
1163 , 1
1164 , 10
1165 , 10
1166 , 10
1167 , 9
1168 , 3
1169 , 1
1170 , 7
1171 , 8
1172 , 5
1173 , 8
1174 , 6
1175 , 2
1176 , 1
1177 , 4
1178 , 10
1179 , 2
1180 , 1
1181 , 6
1182 , 7
1183 , 5
1184 , 3
1185 , 4
1186 , 5
1187 , 10
1188 , 4
1189 , 5
1190 , 3
1191 , 8
1192 , 6
1193 , 8
1194 , 7
1195 , 7
1196 , 8
1197 , 3
1198 , 9
1199 , 10
1200 , 8
1201 , 10
1202 , 1
1203 , 3
1204 , 9
1205 , 4
1206 , 1
1207 , 1
1208 , 7
1209 , 2
1210 , 5
1211 , 6
1212 , 4
1213 , 10
1214 , 5
1215 , 5
1216 , 7
1217 , 5
1218 , 7
1219 , 2
1220 , 1
1221 , 8
1222 , 5
1223 , 5
1224 , 5
1225 , 8
1226 , 8
1227 , 7
1228 , 1
1229 , 5
1230 , 5
1231 , 2
1232 , 3
1233 , 6
1234 , 8
1235 , 7
1236 , 5
1237 , 1
1238 , 8
1239 , 1
1240 , 4
1241 , 10
1242 , 5
1243 , 2
1244 , 6
1245 , 4
1246 , 1
1247 , 6
1248 , 9
1249 , 5
1250 , 3
1251 , 6
1252 , 7
1253 , 1
1254 , 5
1255 , 3
1256 , 9
1257 , 5
1258 , 3
1259 , 1
1260 , 6
1261 , 1
1262 , 8
1263 , 2
1264 , 6
1265 , 1
1266 , 3
1267 , 5
1268 , 10
1269 , 3
1270 , 9
1271 , 5
1272 , 1
1273 , 4
1274 , 3
1275 , 8
1276 , 8
1277 , 3
1278 , 8
1279 , 2
1280 , 2
1281 , 7
1282 , 6
1283 , 8
1284 , 3
1285 , 1
1286 , 10
1287 , 2
1288 , 8
1289 , 6
1290 , 8
1291 , 6
1292 , 7
1293 , 2
1294 , 3
1295 , 9
1296 , 5
1297 , 5
1298 , 3
1299 , 1
1300 , 5
1301 , 5
1302 , 2
1303 , 1
1304 , 5
1305 , 5
1306 , 1
1307 , 10
1308 , 1
1309 , 2
1310 , 8
1311 , 4
1312 , 3
1313 , 5
1314 , 10
1315 , 10
1316 , 2
1317 , 2
1318 , 4
1319 , 6
1320 , 1
1321 , 8
1322 , 8
1323 , 7
1324 , 3
1325 , 1
1326 , 3
1327 , 1
1328 , 5
1329 , 4
1330 , 7
1331 , 6
1332 , 5
1333 , 9
1334 , 5
1335 , 9
1336 , 4
1337 , 4
1338 , 7
1339 , 10
1340 , 6
1341 , 10
1342 , 7
1343 , 8
1344 , 8
1345 , 10
1346 , 3
1347 , 4
1348 , 7
1349 , 2
1350 , 6
1351 , 10
1352 , 6
1353 , 2
1354 , 1
1355 , 8
1356 , 1
1357 , 3
1358 , 10
1359 , 4
1360 , 7
1361 , 7
1362 , 2
1363 , 5
1364 , 9
1365 , 8
1366 , 10
1367 , 9
1368 , 2
1369 , 1
1370 , 7
1371 , 2
1372 , 6
1373 , 5
1374 , 4
1375 , 2
1376 , 9
1377 , 6
1378 , 1
1379 , 5
1380 , 3
1381 , 9
1382 , 4
1383 , 3
1384 , 9
1385 , 1
1386 , 5
1387 , 1
1388 , 2
1389 , 2
1390 , 1
1391 , 5
1392 , 5
1393 , 6
1394 , 5
1395 , 2
1396 , 6
1397 , 7
1398 , 5
1399 , 8
1400 , 10
1401 , 5
1402 , 6
1403 , 2
1404 , 3
1405 , 1
1406 , 3
1407 , 8
1408 , 7
1409 , 1
1410 , 4
1411 , 5
1412 , 10
1413 , 2
1414 , 3
1415 , 3
1416 , 3
1417 , 2
1418 , 8
1419 , 8
1420 , 3
1421 , 1
1422 , 8
1423 , 3
1424 , 2
1425 , 1
1426 , 1
1427 , 6
1428 , 1
1429 , 2
1430 , 4
1431 , 10
1432 , 7
1433 , 2
1434 , 5
1435 , 2
1436 , 7
1437 , 2
1438 , 1
1439 , 1
1440 , 1
1441 , 8
1442 , 1
1443 , 1
1444 , 9
1445 , 1
1446 , 10
1447 , 1
1448 , 5
1449 , 10
1450 , 1
1451 , 4
1452 , 9
1453 , 8
1454 , 3
1455 , 7
1456 , 6
1457 , 9
1458 , 5
1459 , 3
1460 , 6
1461 , 2
1462 , 5
1463 , 8
1464 , 1
1465 , 5
1466 , 9
1467 , 4
1468 , 5
1469 , 10
1470 , 2
1471 , 7
1472 , 1
1473 , 10
1474 , 2
1475 , 5
1476 , 5
1477 , 8
1478 , 7
1479 , 6
1480 , 5
1481 , 8
1482 , 7
1483 , 5
1484 , 1
1485 , 5
1486 , 3
1487 , 1
1488 , 10
1489 , 2
1490 , 6
1491 , 1
1492 , 1
1493 , 7
1494 , 1
1495 , 9
1496 , 7
1497 , 10
1498 , 1
1499 , 2
1500 , 3
1501 , 10
1502 , 10
1503 , 7
1504 , 10
1505 , 10
1506 , 10
1507 , 7
1508 , 3
1509 , 1
1510 , 3
1511 , 6
1512 , 5
1513 , 4
1514 , 8
1515 , 8
1516 , 10
1517 , 5
1518 , 10
1519 , 1
1520 , 2
1521 , 2
1522 , 10
1523 , 10
1524 , 2
1525 , 8
1526 , 2
1527 , 5
1528 , 5
1529 , 2
1530 , 3
1531 , 6
1532 , 7
1533 , 4
1534 , 1
1535 , 5
1536 , 4
1537 , 4
1538 , 1
1539 , 8
1540 , 2
1541 , 8
1542 , 3
1543 , 5
1544 , 3
1545 , 2
1546 , 4
1547 , 5
1548 , 10
1549 , 2
1550 , 6
1551 , 5
1552 , 8
1553 , 5
1554 , 1
1555 , 5
1556 , 7
1557 , 4
1558 , 2
1559 , 4
1560 , 4
1561 , 8
1562 , 7
1563 , 4
1564 , 5
1565 , 4
1566 , 6
1567 , 5
1568 , 1
1569 , 2
1570 , 9
1571 , 4
1572 , 8
1573 , 10
1574 , 9
1575 , 8
1576 , 1
1577 , 1
1578 , 7
1579 , 4
1580 , 4
1581 , 1
1582 , 4
1583 , 5
1584 , 2
1585 , 1
1586 , 10
1587 , 3
1588 , 7
1589 , 1
1590 , 4
1591 , 9
1592 , 4
1593 , 8
1594 , 4
1595 , 5
1596 , 7
1597 , 1
1598 , 6
1599 , 1
1600 , 1
1601 , 7
1602 , 8
1603 , 7
1604 , 3
1605 , 5
1606 , 7
1607 , 6
1608 , 6
1609 , 5
1610 , 4
1611 , 7
1612 , 8
1613 , 8
1614 , 3
1615 , 9
1616 , 7
1617 , 10
1618 , 1
1619 , 6
1620 , 4
1621 , 4
1622 , 4
1623 , 8
1624 , 3
1625 , 9
1626 , 5
1627 , 5
1628 , 4
1629 , 1
1630 , 2
1631 , 9
1632 , 5
1633 , 6
1634 , 6
1635 , 2
1636 , 7
1637 , 8
1638 , 8
1639 , 1
1640 , 7
1641 , 6
1642 , 2
1643 , 4
1644 , 10
1645 , 8
1646 , 2
1647 , 3
1648 , 5
1649 , 4
1650 , 3
1651 , 1
1652 , 10
1653 , 10
1654 , 6
1655 , 10
1656 , 3
1657 , 8
1658 , 2
1659 , 1
1660 , 2
1661 , 2
1662 , 4
1663 , 6
1664 , 8
1665 , 7
1666 , 10
1667 , 9
1668 , 4
1669 , 3
1670 , 5
1671 , 2
1672 , 7
1673 , 1
1674 , 7
1675 , 10
1676 , 2
1677 , 6
1678 , 2
1679 , 1
1680 , 9
1681 , 6
1682 , 8
1683 , 4
1684 , 5
1685 , 8
1686 , 5
1687 , 3
1688 , 2
1689 , 2
1690 , 8
1691 , 8
1692 , 5
1693 , 10
1694 , 1
1695 , 5
1696 , 8
1697 , 5
1698 , 2
1699 , 10
1700 , 10
1701 , 7
1702 , 2
1703 , 4
1704 , 5
1705 , 7
1706 , 1
1707 , 8
1708 , 9
1709 , 6
1710 , 9
1711 , 10
1712 , 6
1713 , 9
1714 , 7
1715 , 1
1716 , 2
1717 , 4
1718 , 3
1719 , 8
1720 , 6
1721 , 10
1722 , 9
1723 , 2
1724 , 2
1725 , 3
1726 , 10
1727 , 8
1728 , 3
1729 , 10
1730 , 9
1731 , 3
1732 , 3
1733 , 5
1734 , 3
1735 , 8
1736 , 1
1737 , 4
1738 , 7
1739 , 5
1740 , 4
1741 , 5
1742 , 7
1743 , 2
1744 , 5
1745 , 8
1746 , 5
1747 , 10
1748 , 10
1749 , 1
1750 , 9
1751 , 3
1752 , 1
1753 , 10
1754 , 5
1755 , 1
1756 , 10
1757 , 9
1758 , 2
1759 , 5
1760 , 1
1761 , 3
1762 , 1
1763 , 3
1764 , 4
1765 , 9
1766 , 9
1767 , 2
1768 , 10
1769 , 2
1770 , 7
1771 , 7
1772 , 4
1773 , 1
1774 , 10
1775 , 2
1776 , 4
1777 , 6
1778 , 9
1779 , 7
1780 , 6
1781 , 3
1782 , 10
1783 , 1
1784 , 10
1785 , 3
1786 , 9
1787 , 10
1788 , 7
1789 , 4
1790 , 3
1791 , 6
1792 , 3
1793 , 7
1794 , 10
1795 , 2
1796 , 8
1797 , 9
1798 , 1
1799 , 10
1800 , 6
1801 , 8
1802 , 5
1803 , 1
1804 , 7
1805 , 8
1806 , 6
1807 , 7
1808 , 2
1809 , 3
1810 , 5
1811 , 8
1812 , 1
1813 , 7
1814 , 8
1815 , 10
1816 , 10
1817 , 1
1818 , 7
1819 , 5
1820 , 7
1821 , 3
1822 , 7
1823 , 6
1824 , 8
1825 , 1
1826 , 6
1827 , 9
1828 , 1
1829 , 1
1830 , 4
1831 , 1
1832 , 5
1833 , 2
1834 , 10
1835 , 1
1836 , 8
1837 , 3
1838 , 10
1839 , 7
1840 , 3
1841 , 6
1842 , 8
1843 , 3
1844 , 5
1845 , 10
1846 , 1
1847 , 5
1848 , 5
1849 , 5
1850 , 5
1851 , 1
1852 , 3
1853 , 2
1854 , 4
1855 , 4
1856 , 1
1857 , 2
1858 , 1
1859 , 9
1860 , 5
1861 , 6
1862 , 5
1863 , 9
1864 , 7
1865 , 5
1866 , 1
1867 , 4
1868 , 1
1869 , 7
1870 , 6
1871 , 2
1872 , 4
1873 , 6
1874 , 1
1875 , 2
1876 , 5
1877 , 7
1878 , 4
1879 , 2
1880 , 8
1881 , 9
1882 , 7
1883 , 7
1884 , 5
1885 , 5
1886 , 10
1887 , 1
1888 , 1
1889 , 5
1890 , 4
1891 , 6
1892 , 5
1893 , 6
1894 , 10
1895 , 10
1896 , 5
1897 , 1
1898 , 10
1899 , 1
1900 , 5
1901 , 2
1902 , 7
1903 , 1
1904 , 2
1905 , 6
1906 , 5
1907 , 4
1908 , 1
1909 , 5
1910 , 10
1911 , 5
1912 , 7
1913 , 5
1914 , 8
1915 , 5
1916 , 10
1917 , 4
1918 , 1
1919 , 8
1920 , 2
1921 , 2
1922 , 10
1923 , 10
1924 , 8
1925 , 7
1926 , 7
1927 , 10
1928 , 4
1929 , 1
1930 , 3
1931 , 8
1932 , 10
1933 , 10
1934 , 6
1935 , 3
1936 , 4
1937 , 10
1938 , 10
1939 , 8
1940 , 6
1941 , 1
1942 , 4
1943 , 6
1944 , 6
1945 , 7
1946 , 6
1947 , 4
1948 , 1
1949 , 3
1950 , 5
1951 , 3
1952 , 2
1953 , 9
1954 , 3
1955 , 1
1956 , 5
1957 , 5
1958 , 4
1959 , 1
1960 , 10
1961 , 6
1962 , 2
1963 , 1
1964 , 3
1965 , 3
1966 , 7
1967 , 6
1968 , 8
1969 , 8
1970 , 1
1971 , 2
1972 , 5
1973 , 1
1974 , 1
1975 , 6
1976 , 6
1977 , 9
1978 , 1
1979 , 6
1980 , 2
1981 , 6
1982 , 9
1983 , 5
1984 , 9
1985 , 5
1986 , 8
1987 , 5
1988 , 1
1989 , 1
1990 , 10
1991 , 6
1992 , 5
1993 , 2
1994 , 2
1995 , 3
1996 , 2
1997 , 9
1998 , 3
1999 , 2
2000 , 3
2001 , 5
2002 , 8
2003 , 9
2004 , 2
2005 , 10
2006 , 7
2007 , 4
2008 , 4
2009 , 6
2010 , 1
2011 , 6
2012 , 10
2013 , 1
2014 , 6
2015 , 7
2016 , 2
2017 , 6
2018 , 3
2019 , 1
2020 , 4
2021 , 8
2022 , 3
2023 , 8
2024 , 2
2025 , 1
2026 , 1
2027 , 9
2028 , 2
2029 , 8
2030 , 5
2031 , 5
2032 , 4
2033 , 7
2034 , 1
2035 , 3
2036 , 9
2037 , 10
2038 , 2
2039 , 9
2040 , 1
2041 , 10
2042 , 5
2043 , 10
2044 , 1
2045 , 5
2046 , 5
2047 , 6
2048 , 9
2049 , 1
2050 , 5
2051 , 2
2052 , 7
2053 , 2
2054 , 2
2055 , 6
2056 , 9
2057 , 8
2058 , 10
2059 , 1
2060 , 1
2061 , 7
2062 , 4
2063 , 10
2064 , 8
2065 , 5
2066 , 10
2067 , 4
2068 , 5
2069 , 7
2070 , 5
2071 , 3
2072 , 5
2073 , 3
2074 , 6
2075 , 10
2076 , 1
2077 , 10
2078 , 3
2079 , 3
2080 , 6
2081 , 2
2082 , 10
2083 , 3
2084 , 3
2085 , 6
2086 , 1
2087 , 1
2088 , 8
2089 , 3
2090 , 5
2091 , 6
2092 , 2
2093 , 1
2094 , 1
2095 , 5
2096 , 2
2097 , 7
2098 , 5
2099 , 6
2100 , 10
2101 , 7
2102 , 8
2103 , 9
2104 , 5
2105 , 7
2106 , 9
2107 , 8
2108 , 9
2109 , 10
2110 , 2
2111 , 8
2112 , 5
2113 , 2
2114 , 7
2115 , 10
2116 , 1
2117 , 2
2118 , 1
2119 , 2
2120 , 4
2121 , 6
2122 , 6
2123 , 1
2124 , 1
2125 , 8
2126 , 5
2127 , 7
2128 , 2
2129 , 8
2130 , 3
2131 , 6
2132 , 6
2133 , 10
2134 , 7
2135 , 5
2136 , 3
2137 , 4
2138 , 4
2139 , 2
2140 , 7
2141 , 1
